1.0000     0.4900     -1.06181
1.1000     0.4900     -1.13306
1.2000     0.4900     -1.17472
1.3000     0.4900     -1.19700
1.4000     0.4900     -1.20699
1.5000     0.4900     -1.20951
1.6000     0.4900     -1.20777
1.7000     0.4900     -1.20389
1.8000     0.4900     -1.19916
1.9000     0.4900     -1.19434
2.0000     0.4900     -1.18985
2.1000     0.4900     -1.18588
2.2000     0.4900     -1.18248
2.3000     0.4900     -1.17965
2.4000     0.4900     -1.17734
2.5000     0.4900     -1.17547
2.6000     0.4900     -1.17398
2.7000     0.4900     -1.17280
2.8000     0.4900     -1.17187
1.0000     0.5200     -1.07396
1.1000     0.5200     -1.13943
1.2000     0.5200     -1.17717
1.3000     0.5200     -1.19670
1.4000     0.5200     -1.20466
1.5000     0.5200     -1.20562
1.6000     0.5200     -1.20267
1.7000     0.5200     -1.19782
1.8000     0.5200     -1.19231
1.9000     0.5200     -1.18689
2.0000     0.5200     -1.18191
2.1000     0.5200     -1.17757
2.2000     0.5200     -1.17388
2.3000     0.5200     -1.17083
2.4000     0.5200     -1.16835
2.5000     0.5200     -1.16636
2.6000     0.5200     -1.16477
2.7000     0.5200     -1.16351
2.8000     0.5200     -1.16251
1.0000     0.5500     -1.08470
1.1000     0.5500     -1.14473
1.2000     0.5500     -1.17879
1.3000     0.5500     -1.19571
1.4000     0.5500     -1.20173
1.5000     0.5500     -1.20120
1.6000     0.5500     -1.19706
1.7000     0.5500     -1.19124
1.8000     0.5500     -1.18495
1.9000     0.5500     -1.17889
2.0000     0.5500     -1.17342
2.1000     0.5500     -1.16868
2.2000     0.5500     -1.16469
2.3000     0.5500     -1.16141
2.4000     0.5500     -1.15875
2.5000     0.5500     -1.15661
2.6000     0.5500     -1.15492
2.7000     0.5500     -1.15357
2.8000     0.5500     -1.15251
1.0000     0.5800     -1.09418
1.1000     0.5800     -1.14914
1.2000     0.5800     -1.17975
1.3000     0.5800     -1.19422
1.4000     0.5800     -1.19842
1.5000     0.5800     -1.19647
1.6000     0.5800     -1.19119
1.7000     0.5800     -1.18443
1.8000     0.5800     -1.17736
1.9000     0.5800     -1.17066
2.0000     0.5800     -1.16467
2.1000     0.5800     -1.15952
2.2000     0.5800     -1.15521
2.3000     0.5800     -1.15168
2.4000     0.5800     -1.14884
2.5000     0.5800     -1.14656
2.6000     0.5800     -1.14475
2.7000     0.5800     -1.14332
2.8000     0.5800     -1.14218
1.0000     0.6100     -1.10253
1.1000     0.6100     -1.15274
1.2000     0.6100     -1.18015
1.3000     0.6100     -1.19236
1.4000     0.6100     -1.19487
1.5000     0.6100     -1.19159
1.6000     0.6100     -1.18523
1.7000     0.6100     -1.17756
1.8000     0.6100     -1.16974
1.9000     0.6100     -1.16240
2.0000     0.6100     -1.15589
2.1000     0.6100     -1.15032
2.2000     0.6100     -1.14568
2.3000     0.6100     -1.14190
2.4000     0.6100     -1.13885
2.5000     0.6100     -1.13642
2.6000     0.6100     -1.13449
2.7000     0.6100     -1.13297
2.8000     0.6100     -1.13176
1.0000     0.6400     -1.10983
1.1000     0.6400     -1.15563
1.2000     0.6400     -1.18007
1.3000     0.6400     -1.19020
1.4000     0.6400     -1.19116
1.5000     0.6400     -1.18666
1.6000     0.6400     -1.17928
1.7000     0.6400     -1.17077
1.8000     0.6400     -1.16221
1.9000     0.6400     -1.15426
2.0000     0.6400     -1.14723
2.1000     0.6400     -1.14123
2.2000     0.6400     -1.13625
2.3000     0.6400     -1.13220
2.4000     0.6400     -1.12894
2.5000     0.6400     -1.12635
2.6000     0.6400     -1.12430
2.7000     0.6400     -1.12268
2.8000     0.6400     -1.12140
1.0000     0.6700     -1.11615
1.1000     0.6700     -1.15784
1.2000     0.6700     -1.17956
1.3000     0.6700     -1.18777
1.4000     0.6700     -1.18732
1.5000     0.6700     -1.18171
1.6000     0.6700     -1.17341
1.7000     0.6700     -1.16411
1.8000     0.6700     -1.15487
1.9000     0.6700     -1.14632
2.0000     0.6700     -1.13878
2.1000     0.6700     -1.13236
2.2000     0.6700     -1.12704
2.3000     0.6700     -1.12271
2.4000     0.6700     -1.11924
2.5000     0.6700     -1.11648
2.6000     0.6700     -1.11430
2.7000     0.6700     -1.11258
2.8000     0.6700     -1.11122
1.0000     0.7000     -1.12156
1.1000     0.7000     -1.15944
1.2000     0.7000     -1.17864
1.3000     0.7000     -1.18512
1.4000     0.7000     -1.18339
1.5000     0.7000     -1.17678
1.6000     0.7000     -1.16765
1.7000     0.7000     -1.15762
1.8000     0.7000     -1.14775
1.9000     0.7000     -1.13864
2.0000     0.7000     -1.13061
2.1000     0.7000     -1.12378
2.2000     0.7000     -1.11811
2.3000     0.7000     -1.11350
2.4000     0.7000     -1.10981
2.5000     0.7000     -1.10688
2.6000     0.7000     -1.10456
2.7000     0.7000     -1.10274
2.8000     0.7000     -1.10130
1.0000     0.7300     -1.12611
1.1000     0.7300     -1.16046
1.2000     0.7300     -1.17735
1.3000     0.7300     -1.18225
1.4000     0.7300     -1.17938
1.5000     0.7300     -1.17188
1.6000     0.7300     -1.16201
1.7000     0.7300     -1.15133
1.8000     0.7300     -1.14087
1.9000     0.7300     -1.13124
2.0000     0.7300     -1.12276
2.1000     0.7300     -1.11553
2.2000     0.7300     -1.10952
2.3000     0.7300     -1.10463
2.4000     0.7300     -1.10071
2.5000     0.7300     -1.09760
2.6000     0.7300     -1.09515
2.7000     0.7300     -1.09322
2.8000     0.7300     -1.09170
1.0000     0.7600     -1.12987
1.1000     0.7600     -1.16093
1.2000     0.7600     -1.17570
1.3000     0.7600     -1.17918
1.4000     0.7600     -1.17529
1.5000     0.7600     -1.16701
1.6000     0.7600     -1.15648
1.7000     0.7600     -1.14523
1.8000     0.7600     -1.13425
1.9000     0.7600     -1.12415
2.0000     0.7600     -1.11523
2.1000     0.7600     -1.10762
2.2000     0.7600     -1.10129
2.3000     0.7600     -1.09612
2.4000     0.7600     -1.09198
2.5000     0.7600     -1.08868
2.6000     0.7600     -1.08609
2.7000     0.7600     -1.08405
2.8000     0.7600     -1.08245
1.0000     0.7900     -1.13289
1.1000     0.7900     -1.16090
1.2000     0.7900     -1.17372
1.3000     0.7900     -1.17591
1.4000     0.7900     -1.17113
1.5000     0.7900     -1.16216
1.6000     0.7900     -1.15107
1.7000     0.7900     -1.13932
1.8000     0.7900     -1.12788
1.9000     0.7900     -1.11735
2.0000     0.7900     -1.10804
2.1000     0.7900     -1.10008
2.2000     0.7900     -1.09343
2.3000     0.7900     -1.08800
2.4000     0.7900     -1.08363
2.5000     0.7900     -1.08015
2.6000     0.7900     -1.07741
2.7000     0.7900     -1.07526
2.8000     0.7900     -1.07358
1.0000     0.8200     -1.13522
1.1000     0.8200     -1.16041
1.2000     0.8200     -1.17143
1.3000     0.8200     -1.17246
1.4000     0.8200     -1.16688
1.5000     0.8200     -1.15733
1.6000     0.8200     -1.14576
1.7000     0.8200     -1.13358
1.8000     0.8200     -1.12174
1.9000     0.8200     -1.11084
2.0000     0.8200     -1.10118
2.1000     0.8200     -1.09289
2.2000     0.8200     -1.08595
2.3000     0.8200     -1.08026
2.4000     0.8200     -1.07567
2.5000     0.8200     -1.07202
2.6000     0.8200     -1.06913
2.7000     0.8200     -1.06687
2.8000     0.8200     -1.06509
1.0000     0.8500     -1.13692
1.1000     0.8500     -1.15949
1.2000     0.8500     -1.16886
1.3000     0.8500     -1.16884
1.4000     0.8500     -1.16257
1.5000     0.8500     -1.15252
1.6000     0.8500     -1.14055
1.7000     0.8500     -1.12801
1.8000     0.8500     -1.11583
1.9000     0.8500     -1.10460
2.0000     0.8500     -1.09463
2.1000     0.8500     -1.08605
2.2000     0.8500     -1.07884
2.3000     0.8500     -1.07292
2.4000     0.8500     -1.06812
2.5000     0.8500     -1.06429
2.6000     0.8500     -1.06126
2.7000     0.8500     -1.05888
2.8000     0.8500     -1.05701
1.0000     0.8800     -1.13806
1.1000     0.8800     -1.15818
1.2000     0.8800     -1.16603
1.3000     0.8800     -1.16506
1.4000     0.8800     -1.15819
1.5000     0.8800     -1.14771
1.6000     0.8800     -1.13541
1.7000     0.8800     -1.12259
1.8000     0.8800     -1.11013
1.9000     0.8800     -1.09863
2.0000     0.8800     -1.08839
2.1000     0.8800     -1.07955
2.2000     0.8800     -1.07210
2.3000     0.8800     -1.06595
2.4000     0.8800     -1.06096
2.5000     0.8800     -1.05696
2.6000     0.8800     -1.05379
2.7000     0.8800     -1.05129
2.8000     0.8800     -1.04934
1.0000     0.9100     -1.13867
1.1000     0.9100     -1.15653
1.2000     0.9100     -1.16297
1.3000     0.9100     -1.16115
1.4000     0.9100     -1.15374
1.5000     0.9100     -1.14292
1.6000     0.9100     -1.13035
1.7000     0.9100     -1.11730
1.8000     0.9100     -1.10462
1.9000     0.9100     -1.09289
2.0000     0.9100     -1.08243
2.1000     0.9100     -1.07337
2.2000     0.9100     -1.06571
2.3000     0.9100     -1.05936
2.4000     0.9100     -1.05418
2.5000     0.9100     -1.05003
2.6000     0.9100     -1.04672
2.7000     0.9100     -1.04411
2.8000     0.9100     -1.04206
1.0000     0.9400     -1.13883
1.1000     0.9400     -1.15456
1.2000     0.9400     -1.15970
1.3000     0.9400     -1.15710
1.4000     0.9400     -1.14923
1.5000     0.9400     -1.13812
1.6000     0.9400     -1.12536
1.7000     0.9400     -1.11213
1.8000     0.9400     -1.09929
1.9000     0.9400     -1.08738
2.0000     0.9400     -1.07674
2.1000     0.9400     -1.06749
2.2000     0.9400     -1.05964
2.3000     0.9400     -1.05312
2.4000     0.9400     -1.04778
2.5000     0.9400     -1.04347
2.6000     0.9400     -1.04004
2.7000     0.9400     -1.03732
2.8000     0.9400     -1.03519
1.0000     0.9700     -1.13857
1.1000     0.9700     -1.15232
1.2000     0.9700     -1.15625
1.3000     0.9700     -1.15294
1.4000     0.9700     -1.14467
1.5000     0.9700     -1.13333
1.6000     0.9700     -1.12042
1.7000     0.9700     -1.10708
1.8000     0.9700     -1.09411
1.9000     0.9700     -1.08208
2.0000     0.9700     -1.07129
2.1000     0.9700     -1.06188
2.2000     0.9700     -1.05388
2.3000     0.9700     -1.04721
2.4000     0.9700     -1.04173
2.5000     0.9700     -1.03729
2.6000     0.9700     -1.03374
2.7000     0.9700     -1.03092
2.8000     0.9700     -1.02870
1.0000     1.0000     -1.13795
1.1000     1.0000     -1.14985
1.2000     1.0000     -1.15265
1.3000     1.0000     -1.14869
1.4000     1.0000     -1.14007
1.5000     1.0000     -1.12854
1.6000     1.0000     -1.11553
1.7000     1.0000     -1.10212
1.8000     1.0000     -1.08908
1.9000     1.0000     -1.07696
2.0000     1.0000     -1.06606
2.1000     1.0000     -1.05654
2.2000     1.0000     -1.04842
2.3000     1.0000     -1.04161
2.4000     1.0000     -1.03601
2.5000     1.0000     -1.03146
2.6000     1.0000     -1.02780
2.7000     1.0000     -1.02489
2.8000     1.0000     -1.02259
1.0000     1.0300     -1.13701
1.1000     1.0300     -1.14716
1.2000     1.0300     -1.14891
1.3000     1.0300     -1.14435
1.4000     1.0300     -1.13542
1.5000     1.0300     -1.12375
1.6000     1.0300     -1.11069
1.7000     1.0300     -1.09724
1.8000     1.0300     -1.08417
1.9000     1.0300     -1.07200
2.0000     1.0300     -1.06104
2.1000     1.0300     -1.05144
2.2000     1.0300     -1.04322
2.3000     1.0300     -1.03631
2.4000     1.0300     -1.03061
2.5000     1.0300     -1.02596
2.6000     1.0300     -1.02221
2.7000     1.0300     -1.01922
2.8000     1.0300     -1.01684
